Member_number,Recency,Frequency,Monetary,Category_Diversity,cluster_kmeans,cluster_gmm,cluster_agg,cluster_hier,R_quartile,F_quartile,M_quartile,RFM_Score,cluster_rfm,cluster_spark
1417,103,10,70.1,5,2,0,0,4,3,3,2,8,2,3
1418,393,7,38.7,4,1,2,0,4,1,2,1,4,0,0
1419,267,15,165.5,10,3,3,1,2,2,4,4,10,2,1
1420,22,11,82.35,9,2,1,1,2,4,3,3,10,2,3
1421,145,11,50.120000000000005,5,2,0,0,4,2,3,2,7,1,3
1422,87,19,152.4,5,3,1,1,2,3,4,4,11,3,1
1423,443,6,49.46,4,1,2,2,3,1,1,2,4,0,0
1424,82,6,79.30000000000001,3,0,0,0,4,3,1,3,7,1,2
1425,97,10,44.32,6,2,0,0,4,3,3,2,8,2,3
1426,175,10,74.04,6,2,0,1,2,2,3,2,7,1,3
1427,34,16,92.4,5,2,1,1,2,4,4,3,11,3,3
1428,346,13,107.14,6,2,3,0,4,1,3,3,7,1,3
1429,326,5,31.1,3,1,2,2,3,1,1,1,3,0,0
1430,13,16,203.6,5,3,1,1,2,4,4,4,12,3,1
1431,53,9,48.300000000000004,4,0,0,0,4,4,2,2,8,2,2
1432,148,11,96.10000000000001,6,2,0,1,2,2,3,3,8,2,3
1433,464,4,50.6,4,1,2,2,3,1,1,2,4,0,0
1434,397,8,49.5,6,1,2,0,4,1,2,2,5,0,0
1435,250,15,175.55,6,3,3,1,2,2,4,4,10,2,1
1436,304,2,13.49,2,1,2,2,3,1,1,1,3,0,0
1437,137,4,20.05,4,0,2,0,4,3,1,1,5,0,2
1438,32,17,188.94,5,3,1,1,2,4,4,4,12,3,1
1439,139,3,16.3,2,0,0,2,3,3,1,1,5,0,2
1440,24,12,102.6,5,2,1,1,2,4,3,3,10,2,3
1442,121,13,88.10000000000001,7,2,0,1,2,3,3,3,9,2,3
1443,82,11,93.4,5,2,0,1,2,3,3,3,9,2,3
1444,1,20,163.32,7,3,1,3,1,4,4,4,12,3,1
1445,607,6,25.8,3,1,2,2,3,1,1,1,3,0,0
1446,484,8,63.260000000000005,6,1,2,0,4,1,2,2,5,0,0
1447,573,3,30.0,2,1,2,2,3,1,1,1,3,0,0
1448,286,4,39.1,4,1,2,2,3,1,1,1,3,0,0
1449,88,9,54.45,5,2,0,0,4,3,2,2,7,1,2
1450,44,16,109.4,6,2,1,1,2,4,4,3,11,3,3
1451,337,6,54.56,4,1,2,0,4,1,1,2,4,0,0
1452,35,15,191.04,8,3,1,3,1,4,4,4,12,3,1
1453,404,4,34.8,4,1,2,2,3,1,1,1,3,0,0
1454,69,11,110.7,4,2,1,1,2,3,3,3,9,2,3
1455,287,2,20.4,2,1,2,2,3,1,1,1,3,0,0
1456,40,18,168.74,7,3,1,3,1,4,4,4,12,3,1
1457,355,12,139.39999999999998,5,2,3,1,2,1,3,4,8,2,3
1458,128,7,46.9,4,0,0,0,4,3,2,2,7,1,2
1459,165,4,32.660000000000004,3,0,2,2,3,2,1,1,4,0,2
1460,189,10,163.7,6,2,3,1,2,2,3,4,9,2,3
1461,9,8,77.3,4,0,0,0,4,4,2,3,9,2,2
1462,462,4,19.7,4,1,2,2,3,1,1,1,3,0,0
1463,6,6,35.1,2,0,0,2,3,4,1,1,6,1,2
1464,210,5,21.8,3,0,2,2,3,2,1,1,4,0,2
1465,51,17,190.96,6,3,1,3,1,4,4,4,12,3,1
1466,29,23,213.4,6,3,1,3,1,4,4,4,12,3,1
1467,132,5,73.0,2,0,0,0,4,3,1,2,6,1,2
1468,82,15,105.24,7,2,0,1,2,3,4,3,10,2,3
1469,489,2,9.5,2,1,2,2,3,1,1,1,3,0,0
1470,567,2,29.7,2,1,2,2,3,1,1,1,3,0,0
1471,496,4,16.8,2,1,2,2,3,1,1,1,3,0,0
1472,102,16,112.60000000000001,5,2,3,1,2,3,4,3,10,2,3
1473,89,10,93.9,6,2,0,1,2,3,3,3,9,2,3
1474,154,12,84.8,7,2,0,1,2,2,3,3,8,2,3
1475,13,10,106.93,7,2,1,1,2,4,3,3,10,2,3
1476,126,13,111.84,7,2,0,1,2,3,3,3,9,2,3
1477,40,17,172.9,6,3,1,3,1,4,4,4,12,3,1
1478,321,8,71.2,4,1,3,0,4,1,2,2,5,0,0
1479,229,14,95.29,6,2,3,1,2,2,4,3,9,2,3
1480,39,13,114.44,5,2,1,1,2,4,3,3,10,2,3
1481,209,4,23.8,2,0,2,2,3,2,1,1,4,0,2
1482,38,20,115.28,7,3,1,3,1,4,4,3,11,3,1
1483,186,20,173.62,6,3,3,1,2,2,4,4,10,2,1
1484,84,8,143.6,3,0,1,1,2,3,2,4,9,2,2
1485,171,4,51.9,2,0,0,2,3,2,1,2,5,0,2
1486,16,17,115.9,6,3,1,1,2,4,4,4,12,3,1
1487,423,7,34.900000000000006,4,1,2,2,3,1,2,1,4,0,0
1488,32,8,96.8,3,0,1,0,4,4,2,3,9,2,2
1489,190,13,60.7,7,2,3,1,2,2,3,2,7,1,3
1490,87,4,45.5,2,0,0,2,3,3,1,2,6,1,2
1491,0,11,108.4,3,0,1,1,2,4,3,3,10,2,2
1492,335,11,98.0,4,2,3,0,4,1,3,3,7,1,3
1493,90,15,113.7,6,2,3,1,2,3,4,3,10,2,3
1494,92,16,175.74,7,3,1,3,1,3,4,4,11,3,1
1495,355,9,62.5,5,1,2,0,4,1,2,2,5,0,0
1496,613,2,16.8,2,1,2,2,3,1,1,1,3,0,0
1497,81,9,123.41999999999999,5,2,1,1,2,3,2,4,9,2,3
1498,63,8,56.1,5,0,0,0,4,3,2,2,7,1,2
1499,51,10,48.5,6,2,0,0,4,4,3,2,9,2,3
1500,284,16,127.52000000000001,7,3,3,1,2,1,4,4,9,2,1
1501,135,10,122.60000000000001,5,2,3,1,2,3,3,4,10,2,3
1502,60,7,49.3,4,0,0,0,4,3,2,2,7,1,2
1503,135,9,94.5,5,2,0,0,4,3,2,3,8,2,3
1504,30,11,151.7,5,2,1,1,2,4,3,4,11,3,3
1505,64,8,100.56,5,2,1,1,2,3,2,3,8,2,3
1506,370,5,76.0,4,1,3,0,4,1,1,3,5,0,0
1507,191,16,130.6,8,3,3,1,2,2,4,4,10,2,1
1508,45,8,35.9,5,0,0,0,4,4,2,1,7,1,2
1509,0,18,148.4,6,3,1,1,2,4,4,4,12,3,1
1510,66,18,174.51,6,3,1,3,1,3,4,4,11,3,1
1511,283,4,40.42,4,1,2,2,3,1,1,1,3,0,0
1512,101,10,59.21,6,2,0,0,4,3,3,2,8,2,3
1513,48,10,115.80000000000001,5,2,1,1,2,4,3,4,11,3,3
1514,128,10,63.540000000000006,6,2,0,0,4,3,3,2,8,2,3
1515,32,13,93.1,6,2,0,1,2,4,3,3,10,2,3
1516,336,4,70.72,3,1,3,2,3,1,1,2,4,0,0
1517,151,10,56.7,6,2,0,0,4,2,3,2,7,1,3
1518,19,7,66.45,4,0,0,0,4,4,2,2,8,2,2
1519,428,2,13.399999999999999,2,1,2,2,3,1,1,1,3,0,0
1520,307,6,81.5,3,1,3,2,3,1,1,3,5,0,0
1521,369,6,86.8,6,2,3,0,4,1,1,3,5,0,3
1522,371,19,216.19,7,3,3,3,1,1,4,4,9,2,1
1523,277,10,124.75,5,2,3,0,4,2,3,4,9,2,3
1524,25,10,59.1,4,0,0,0,4,4,3,2,9,2,2
1525,431,5,61.099999999999994,3,1,2,2,3,1,1,2,4,0,0
1526,34,11,84.49,5,2,0,1,2,4,3,3,10,2,3
1527,0,14,65.9,7,2,1,1,2,4,4,2,10,2,3
1528,106,8,85.5,3,0,0,0,4,3,2,3,8,2,2
1529,196,7,49.7,5,0,2,0,4,2,2,2,6,1,2
1530,445,5,40.900000000000006,3,1,2,2,3,1,1,1,3,0,0
1531,345,4,27.7,1,1,2,2,3,1,1,1,3,0,0
1532,193,6,93.30000000000001,5,2,3,0,4,2,1,3,6,1,3
1533,53,6,60.14,5,0,0,0,4,4,1,2,7,1,2
1534,139,18,153.31,7,3,3,3,1,3,4,4,11,3,1
1535,180,8,114.36,5,2,3,0,4,2,2,3,7,1,3
1536,242,8,60.400000000000006,4,0,3,0,4,2,2,2,6,1,2
1537,332,5,16.0,3,1,2,2,3,1,1,1,3,0,0
1538,30,6,45.55,2,0,0,2,3,4,1,2,7,1,2
1539,94,5,37.6,4,0,0,0,4,3,1,1,5,0,2
1540,34,12,130.9,5,2,1,1,2,4,3,4,11,3,3
1542,145,13,136.20000000000002,4,2,3,1,2,2,3,4,9,2,3
1544,308,9,74.16,6,2,2,0,4,1,2,2,5,0,3
1545,74,7,36.8,6,2,0,0,4,3,2,1,6,1,3
1546,361,9,51.8,5,1,2,0,4,1,2,2,5,0,0
1547,256,7,57.50000000000001,5,0,2,0,4,2,2,2,6,1,2
1548,455,6,45.1,4,1,2,2,3,1,1,2,4,0,0
1549,287,9,120.85,3,0,3,0,4,1,2,4,7,1,2
1550,230,7,67.95,5,0,2,0,4,2,2,2,6,1,2
1551,141,13,92.7,6,2,0,1,2,3,3,3,9,2,3
1552,720,2,80.1,2,1,2,2,3,1,1,3,5,0,0
1553,162,14,95.7,5,2,3,1,2,2,4,3,9,2,3
1554,223,15,183.5,8,3,3,1,2,2,4,4,10,2,1
1555,278,2,37.199999999999996,2,1,2,2,3,2,1,1,4,0,0
1556,578,2,20.9,2,1,2,2,3,1,1,1,3,0,0
1557,148,4,108.6,2,0,3,0,4,2,1,3,6,1,2
1558,268,2,15.4,2,1,2,2,3,2,1,1,4,0,0
1559,88,7,103.0,4,0,1,0,4,3,2,3,8,2,2
1560,593,2,1.9,2,1,2,2,3,1,1,1,3,0,0
1561,158,20,136.15,8,3,3,3,1,2,4,4,10,2,1
1562,233,6,66.9,4,0,2,0,4,2,1,2,5,0,2
1563,612,5,35.0,4,1,2,2,3,1,1,1,3,0,0
1564,68,8,83.0,4,0,0,0,4,3,2,3,8,2,2
1565,16,19,234.79,10,3,1,3,1,4,4,4,12,3,1
1566,41,21,145.76,8,3,1,3,1,4,4,4,12,3,1
1567,263,17,192.07999999999998,6,3,3,1,2,2,4,4,10,2,1
1568,661,4,48.900000000000006,3,1,2,2,3,1,1,2,4,0,0
1569,589,8,46.400000000000006,3,1,2,2,3,1,2,2,5,0,0
1570,285,5,41.0,3,1,2,2,3,1,1,1,3,0,0
1571,220,8,34.5,5,0,2,0,4,2,2,1,5,0,2
1572,100,20,182.1,6,3,1,3,1,3,4,4,11,3,1
1573,343,6,36.9,5,1,2,0,4,1,1,1,3,0,0
1574,148,23,205.70000000000002,8,3,3,3,1,2,4,4,10,2,1
1575,360,10,38.620000000000005,5,1,3,0,4,1,3,1,5,0,0
1577,289,2,32.1,2,1,2,2,3,1,1,1,3,0,0
1578,190,8,57.2,6,2,2,0,4,2,2,2,6,1,3
1579,563,2,11.5,2,1,2,2,3,1,1,1,3,0,0
1580,25,16,53.35,6,2,1,1,2,4,4,2,10,2,3
1581,139,6,83.7,4,0,0,0,4,3,1,3,7,1,2
1582,146,6,95.06,5,2,3,0,4,2,1,3,6,1,3
1583,37,21,164.05,7,3,1,3,1,4,4,4,12,3,1
1584,173,16,141.95000000000002,6,3,3,1,2,2,4,4,10,2,1
1585,357,8,38.3,5,1,2,0,4,1,2,1,4,0,0
1586,607,6,25.9,4,1,2,2,3,1,1,1,3,0,0
1587,182,13,101.62,8,2,0,1,2,2,3,3,8,2,3
1588,78,8,109.54,6,2,1,0,4,3,2,3,8,2,3
1589,490,4,46.0,3,1,2,2,3,1,1,2,4,0,0
1590,137,6,43.7,4,0,0,0,4,3,1,1,5,0,2
1591,285,10,103.2,7,2,3,1,2,1,3,3,7,1,3
1592,397,2,4.3999999999999995,2,1,2,2,3,1,1,1,3,0,0
1593,144,7,32.6,3,0,0,2,3,2,2,1,5,0,2
1594,341,6,23.3,3,1,2,2,3,1,1,1,3,0,0
1595,86,22,176.9,7,3,1,3,1,3,4,4,11,3,1
1596,169,10,35.45,6,2,3,0,4,2,3,1,6,1,3
1597,328,8,58.2,5,1,2,0,4,1,2,2,5,0,0
1598,303,7,29.200000000000003,5,1,2,0,4,1,2,1,4,0,0
1599,78,14,79.44,6,2,0,1,2,3,4,3,10,2,3
1601,21,6,85.5,4,0,1,0,4,4,1,3,8,2,2
1602,123,14,148.0,4,2,3,1,2,3,4,4,11,3,3
1603,91,15,106.75,6,2,3,1,2,3,4,3,10,2,3
1604,49,8,48.0,4,0,0,0,4,4,2,2,8,2,2
1605,177,11,47.1,5,2,3,0,4,2,3,2,7,1,3
1606,49,8,127.99999999999999,4,2,1,1,2,4,2,4,10,2,3
1607,444,6,35.76,4,1,2,2,3,1,1,1,3,0,0
1608,47,18,170.12,7,3,1,3,1,4,4,4,12,3,1
1609,13,15,203.1,5,3,1,1,2,4,4,4,12,3,1
1610,218,6,25.7,5,0,2,0,4,2,1,1,4,0,2
1611,270,10,93.85,5,2,3,0,4,2,3,3,8,2,3
1612,54,16,102.3,7,2,1,3,1,4,4,3,11,3,3
1613,127,15,164.7,7,3,3,3,1,3,4,4,11,3,1
1614,70,4,85.42,3,0,1,0,4,3,1,3,7,1,2
1615,27,12,69.5,5,2,0,1,2,4,3,2,9,2,3
1616,22,13,132.0,6,2,1,1,2,4,3,4,11,3,3
1617,275,9,35.1,5,0,3,0,4,2,2,1,5,0,2
1618,150,16,192.72000000000003,7,3,3,3,1,2,4,4,10,2,1
1619,62,11,132.61,4,2,1,1,2,3,3,4,10,2,3
1620,132,11,160.10000000000002,5,2,3,1,2,3,3,4,10,2,3
1621,313,14,150.72,6,2,3,1,2,1,4,4,9,2,3
1622,294,10,72.96,7,2,2,1,2,1,3,2,6,1,3
1623,58,12,135.7,5,2,1,1,2,3,3,4,10,2,3
1624,8,9,151.0,6,2,1,1,2,4,2,4,10,2,3
1625,33,18,205.26,8,3,1,3,1,4,4,4,12,3,1
1626,315,2,4.1,2,1,2,2,3,1,1,1,3,0,0
1627,263,9,37.0,4,0,3,0,4,2,2,1,5,0,2
1628,41,15,118.4,6,2,1,1,2,4,4,4,12,3,3
1629,205,6,60.9,3,0,0,2,3,2,1,2,5,0,2
1630,222,4,16.5,4,0,2,2,3,2,1,1,4,0,2
1631,138,5,48.6,3,0,0,2,3,3,1,2,6,1,2
1632,15,14,117.04,6,2,1,1,2,4,4,4,12,3,3
1633,143,6,32.620000000000005,5,0,2,0,4,2,1,1,4,0,2
1634,27,19,107.30000000000001,6,3,1,1,2,4,4,3,11,3,1
1635,35,6,41.86,4,0,0,0,4,4,1,1,6,1,2
1636,25,12,119.60000000000001,5,2,1,1,2,4,3,4,11,3,3
1638,293,8,81.5,5,2,3,0,4,1,2,3,6,1,3
1639,81,7,114.80000000000001,4,0,1,0,4,3,2,3,8,2,2
1640,662,4,27.4,4,1,2,2,3,1,1,1,3,0,0
1641,190,12,94.7,5,2,3,0,4,2,3,3,8,2,3
1642,458,2,5.9,2,1,2,2,3,1,1,1,3,0,0
1643,246,4,12.0,3,0,2,2,3,2,1,1,4,0,2
1644,535,5,62.620000000000005,5,1,2,2,3,1,1,2,4,0,0
1645,451,5,34.2,3,1,2,2,3,1,1,1,3,0,0
1646,124,17,151.66,7,3,3,3,1,3,4,4,11,3,1
1647,10,7,82.88000000000001,5,2,1,0,4,4,2,3,9,2,2
1648,243,10,89.0,5,2,3,0,4,2,3,3,8,2,3
1649,31,18,178.7,7,3,1,3,1,4,4,4,12,3,1
1650,551,6,39.8,5,1,2,2,3,1,1,1,3,0,0
1651,13,16,220.35,7,3,1,3,1,4,4,4,12,3,1
1652,288,12,105.5,6,2,3,0,4,1,3,3,7,1,3
1653,23,18,201.0,6,3,1,3,1,4,4,4,12,3,1
1654,51,23,247.84,7,3,1,3,1,4,4,4,12,3,1
1655,40,9,109.1,5,2,1,1,2,4,2,3,9,2,3
1656,61,12,107.14,4,2,1,1,2,3,3,3,9,2,3
1657,597,6,38.9,4,1,2,2,3,1,1,1,3,0,0
1658,118,12,113.3,7,2,0,1,2,3,3,3,9,2,3
1659,30,15,145.5,6,3,1,1,2,4,4,4,12,3,1
1660,157,7,76.25,4,0,0,0,4,2,2,3,7,1,2
1661,52,17,115.16,8,3,1,3,1,4,4,3,11,3,1
1662,201,5,30.0,3,0,2,2,3,2,1,1,4,0,2
1663,49,13,100.1,3,0,1,1,2,4,3,3,10,2,2
1664,273,10,57.4,5,2,3,0,4,2,3,2,7,1,3
1665,31,6,30.0,3,0,0,0,4,4,1,1,6,1,2
1666,259,4,38.7,3,0,2,2,3,2,1,1,4,0,2
1667,352,2,41.6,1,1,2,2,3,1,1,1,3,0,0
1668,131,11,127.2,6,2,3,1,2,3,3,4,10,2,3
1669,133,9,52.74,5,2,0,0,4,3,2,2,7,1,2
1670,38,9,73.5,5,2,0,0,4,4,2,2,8,2,3
1672,84,6,39.6,4,0,0,0,4,3,1,1,5,0,2
1673,631,2,13.9,1,1,2,2,3,1,1,1,3,0,0
1674,26,12,115.55000000000001,6,2,1,1,2,4,3,4,11,3,3
1676,80,10,57.6,4,0,0,0,4,3,3,2,8,2,2
1677,21,11,219.0,5,3,1,1,2,4,3,4,11,3,1
1678,46,8,61.4,4,0,0,0,4,4,2,2,8,2,2
1679,22,11,53.2,5,2,0,0,4,4,3,2,9,2,3
1680,385,6,67.19999999999999,3,1,2,2,3,1,1,2,4,0,0
1681,542,6,20.099999999999998,4,1,2,2,3,1,1,1,3,0,0
1682,59,20,155.66,7,3,1,3,1,3,4,4,11,3,1
1683,132,5,29.2,3,0,0,2,3,3,1,1,5,0,2
1684,361,8,79.9,4,1,3,0,4,1,2,3,6,1,0
1685,134,8,26.700000000000003,4,0,0,0,4,3,2,1,6,1,2
1686,594,7,45.3,5,1,2,2,3,1,2,2,5,0,0
1687,439,11,85.3,5,1,3,0,4,1,3,3,7,1,0
1688,50,2,10.1,2,0,0,2,3,4,1,1,6,1,2
1689,386,5,54.8,3,1,2,2,3,1,1,2,4,0,0
1690,131,16,125.8,6,2,3,1,2,3,4,4,11,3,3
1692,185,15,121.64999999999999,8,3,3,1,2,2,4,4,10,2,1
1693,3,12,71.9,4,2,1,0,4,4,3,2,9,2,2
1694,455,6,37.8,3,1,2,2,3,1,1,1,3,0,0
1695,329,2,20.6,2,1,2,2,3,1,1,1,3,0,0
1696,87,13,81.95,6,2,0,1,2,3,3,3,9,2,3
1697,43,15,78.66,6,2,1,1,2,4,4,3,11,3,3
1698,161,9,55.040000000000006,4,0,0,0,4,2,2,2,6,1,2
1699,96,10,98.39999999999999,6,2,0,1,2,3,3,3,9,2,3
1700,61,4,18.64,2,0,0,2,3,3,1,1,5,0,2
1701,227,2,37.900000000000006,2,0,2,2,3,2,1,1,4,0,2
1702,350,13,75.9,6,2,3,0,4,1,3,3,7,1,3
1703,312,14,125.6,7,2,3,1,2,1,4,4,9,2,3
1705,79,8,50.85,5,0,0,0,4,3,2,2,7,1,2
1706,138,14,155.0,7,3,3,3,1,3,4,4,11,3,1
1707,204,4,24.5,4,0,2,2,3,2,1,1,4,0,2
1708,2,16,159.4,6,3,1,3,1,4,4,4,12,3,1
1709,252,4,34.4,3,0,2,2,3,2,1,1,4,0,2
1710,25,6,100.0,2,0,1,0,4,4,1,3,8,2,2
1711,38,19,163.66,7,3,1,3,1,4,4,4,12,3,1
1712,487,5,79.1,3,1,3,2,3,1,1,3,5,0,0
1714,150,5,44.4,5,0,0,0,4,2,1,2,5,0,2
1715,179,17,284.89,8,3,3,3,1,2,4,4,10,2,1
1716,501,8,101.2,4,1,3,0,4,1,2,3,6,1,0
1717,51,8,55.3,4,0,0,0,4,4,2,2,8,2,2
1718,291,7,62.95,5,0,2,0,4,1,2,2,5,0,2
1719,104,13,85.84,6,2,0,1,2,3,3,3,9,2,3
1720,25,7,39.04,4,0,0,0,4,4,2,1,7,1,2
1721,76,6,11.8,5,0,0,0,4,3,1,1,5,0,2
1722,125,14,69.25,5,2,3,0,4,3,4,2,9,2,3
1723,22,10,87.34,6,2,0,1,2,4,3,3,10,2,3
1724,112,11,107.0,5,2,0,1,2,3,3,3,9,2,3
1725,429,6,82.35000000000001,4,1,3,0,4,1,1,3,5,0,0
1726,4,13,132.1,5,2,1,1,2,4,3,4,11,3,3
1727,165,6,32.4,4,0,2,0,4,2,1,1,4,0,2
1728,137,7,41.1,5,0,2,0,4,3,2,1,6,1,2
1729,15,15,174.7,6,3,1,3,1,4,4,4,12,3,1
1730,5,8,43.0,5,0,0,0,4,4,2,1,7,1,2
1731,40,12,97.2,5,2,1,1,2,4,3,3,10,2,3
1732,215,7,50.0,5,0,2,0,4,2,2,2,6,1,2
1733,190,17,133.6,8,3,3,1,2,2,4,4,10,2,1
1734,170,17,181.0,7,3,3,3,1,2,4,4,10,2,1
1735,511,5,104.00000000000001,4,1,3,0,4,1,1,3,5,0,0
1736,123,12,83.0,4,2,3,0,4,3,3,3,9,2,3
1737,116,21,156.95,8,3,3,3,1,3,4,4,11,3,1
1738,455,8,40.85,3,1,3,2,3,1,2,1,4,0,0
1739,213,4,55.900000000000006,4,0,2,0,4,2,1,2,5,0,2
1740,404,16,125.8,5,2,3,1,2,1,4,4,9,2,3
1741,10,13,117.60000000000001,6,2,1,1,2,4,3,4,11,3,3
1742,18,9,111.7,4,2,1,0,4,4,2,3,9,2,3
1743,47,14,86.6,5,2,1,1,2,4,4,3,11,3,3
1744,93,4,7.65,2,0,0,2,3,3,1,1,5,0,2
1745,648,2,14.4,2,1,2,2,3,1,1,1,3,0,0
1746,77,10,49.5,5,2,0,0,4,3,3,2,8,2,3
1747,378,11,67.2,7,2,2,1,2,1,3,2,6,1,3
1748,297,19,85.8,8,3,3,1,2,1,4,3,8,2,3
1749,360,8,87.34,3,1,3,2,3,1,2,3,6,1,0
1750,325,12,112.96000000000001,8,2,3,1,2,1,3,3,7,1,3
1751,280,10,58.9,5,2,3,0,4,2,3,2,7,1,3
1752,255,10,48.6,5,2,3,0,4,2,3,2,7,1,3
1753,131,17,124.50000000000001,6,3,3,1,2,3,4,4,11,3,1
1754,104,14,108.80000000000001,5,2,3,1,2,3,4,3,10,2,3
1755,574,4,16.9,3,1,2,2,3,1,1,1,3,0,0
1756,98,9,72.60000000000001,5,2,0,0,4,3,2,2,7,1,3
1757,7,15,108.0,6,2,1,1,2,4,4,3,11,3,3
1758,307,14,127.84,6,2,3,0,4,1,4,4,9,2,3
1759,95,12,127.8,7,2,1,1,2,3,3,4,10,2,3
1760,341,8,50.8,7,2,2,0,4,1,2,2,5,0,3
1761,89,18,228.22,9,3,1,3,1,3,4,4,11,3,1
1762,182,4,11.0,3,0,2,2,3,2,1,1,4,0,2
1763,3,7,57.45,4,0,0,0,4,4,2,2,8,2,2
1764,45,11,58.6,6,2,0,1,2,4,3,2,9,2,3
1765,294,8,112.8,5,2,3,0,4,1,2,3,6,1,3
1766,343,5,79.75,3,1,3,2,3,1,1,3,5,0,0
1767,67,12,102.36,5,2,0,1,2,3,3,3,9,2,3
1768,117,20,125.01,7,3,3,3,1,3,4,4,11,3,1
1769,0,5,26.8,5,0,1,0,4,4,1,1,6,1,2
1770,41,10,45.52,6,2,0,0,4,4,3,2,9,2,3
1771,282,6,34.0,4,0,2,2,3,1,1,1,3,0,2
1772,58,8,57.5,4,0,0,0,4,3,2,2,7,1,2
1773,59,9,71.1,5,2,0,0,4,3,2,2,7,1,3
1774,145,12,62.65,7,2,0,1,2,2,3,2,7,1,3
1775,80,2,41.39999999999999,2,0,0,2,3,3,1,1,5,0,2
1776,259,14,109.3,6,2,3,1,2,2,4,3,9,2,3
1777,27,20,185.9,7,3,1,3,1,4,4,4,12,3,1
1778,373,6,85.3,4,1,3,0,4,1,1,3,5,0,0
1779,63,9,101.10000000000001,4,0,1,0,4,3,2,3,8,2,2
1780,78,21,119.05,7,3,1,3,1,3,4,4,11,3,1
1781,207,6,65.46000000000001,4,0,2,0,4,2,1,2,5,0,2
1782,81,13,164.20000000000002,7,3,1,3,1,3,3,4,10,2,1
1783,176,18,126.24000000000001,5,2,3,1,2,2,4,4,10,2,3
1784,95,7,66.69999999999999,5,0,0,0,4,3,2,2,7,1,2
1785,9,20,196.3,5,3,1,1,2,4,4,4,12,3,1
1786,323,6,24.3,5,1,2,0,4,1,1,1,3,0,0
1787,60,13,232.70000000000002,7,3,1,3,1,3,3,4,10,2,1
1788,10,16,105.55000000000001,6,2,1,1,2,4,4,3,11,3,3
1789,69,10,100.39999999999999,6,2,0,1,2,3,3,3,9,2,3
1790,276,4,22.7,2,1,2,2,3,2,1,1,4,0,0
1791,454,8,59.4,4,1,2,0,4,1,2,2,5,0,0
1792,137,13,182.84,7,3,3,3,1,3,3,4,10,2,1
1793,26,25,345.1,7,3,1,3,1,4,4,4,12,3,1
1794,104,5,26.3,4,0,0,0,4,3,1,1,5,0,2
1795,271,4,65.75,3,0,3,2,3,2,1,2,5,0,2
1796,57,14,86.4,5,2,1,1,2,4,4,3,11,3,3
1797,411,11,92.09,5,2,3,0,4,1,3,3,7,1,3
1798,363,17,135.2,6,3,3,1,2,1,4,4,9,2,3
1799,94,9,46.82,6,2,0,0,4,3,2,2,7,1,3
1800,152,12,81.4,6,2,0,1,2,2,3,3,8,2,3
1801,201,11,47.3,4,0,3,0,4,2,3,2,7,1,2
1803,232,9,53.9,5,2,2,0,4,2,2,2,6,1,3
1804,30,9,81.9,3,0,0,0,4,4,2,3,9,2,2
1805,204,7,42.300000000000004,4,0,2,2,3,2,2,1,5,0,2
1806,177,11,109.22000000000001,4,2,3,0,4,2,3,3,8,2,3
1807,12,6,85.7,4,0,1,0,4,4,1,3,8,2,2
1808,162,10,109.80000000000001,5,2,3,0,4,2,3,3,8,2,3
1809,429,6,38.4,4,1,2,2,3,1,1,1,3,0,0
1810,443,12,107.2,7,2,3,1,2,1,3,3,7,1,3
1811,98,18,145.29999999999998,6,3,1,1,2,3,4,4,11,3,1
1812,77,4,49.800000000000004,3,0,0,2,3,3,1,2,6,1,2
1813,394,3,50.9,2,1,2,2,3,1,1,2,4,0,0
1814,40,12,97.4,4,2,1,0,4,4,3,3,10,2,3
1815,122,11,67.3,5,2,0,0,4,3,3,2,8,2,3
1816,496,10,88.11,5,1,3,0,4,1,3,3,7,1,0
1817,131,12,133.20000000000002,8,2,3,1,2,3,3,4,10,2,3
1818,111,10,48.6,5,2,0,0,4,3,3,2,8,2,3
1819,12,17,206.9,5,3,1,1,2,4,4,4,12,3,1
1820,267,10,85.39999999999999,4,2,3,0,4,2,3,3,8,2,2
1821,223,8,140.2,6,2,3,1,2,2,2,4,8,2,3
1822,302,13,68.9,5,2,3,0,4,1,3,2,6,1,3
1823,33,11,120.9,5,2,1,1,2,4,3,4,11,3,3
1824,59,9,70.4,5,2,0,0,4,3,2,2,7,1,3
1825,39,13,104.9,6,2,1,1,2,4,3,3,10,2,3
1826,376,2,11.700000000000001,2,1,2,2,3,1,1,1,3,0,0
1827,182,23,158.6,5,3,3,3,1,2,4,4,10,2,1
1828,281,9,38.25,4,0,3,0,4,1,2,1,4,0,2
1829,194,9,74.2,6,2,2,1,2,2,2,2,6,1,3
1830,348,4,36.5,2,1,2,2,3,1,1,1,3,0,0
1831,355,7,67.15,4,1,2,0,4,1,2,2,5,0,0
1832,43,16,154.75,7,3,1,3,1,4,4,4,12,3,1
1833,159,10,80.8,6,2,0,1,2,2,3,3,8,2,3
1834,38,7,72.16,4,0,0,0,4,4,2,2,8,2,2
1835,191,10,106.64,4,2,3,0,4,2,3,3,8,2,3
1836,113,6,95.0,4,0,0,0,4,3,1,3,7,1,2
1837,174,12,87.75,6,2,0,1,2,2,3,3,8,2,3
1838,280,10,91.9,7,2,3,1,2,2,3,3,8,2,3
1839,82,11,142.20000000000002,7,2,1,1,2,3,3,4,10,2,3
1840,367,5,40.9,4,1,2,2,3,1,1,1,3,0,0
